Map,Round_Type,Blue_Team,Red_Team,time_stamp,length,KB,KR,UB,UR,FB
Temple of Anubis,Defense,?LDN,?FLA,6:01,30,4,7,2,2,R
Temple of Anubis,Defense,?LDN,?FLA,6:59,0,1,0,0,0,B
Temple of Anubis,Defense,?LDN,?FLA,7:26,19,3,2,3,1,B
Temple of Anubis,Defense,?LDN,?FLA,8:03,10,6,0,1,2,B
Oasis,University,?LDN,?FLA,0:15,12,0,2,0,0,R
Oasis,University,?LDN,?FLA,0:58,15,0,3,0,0,R
Oasis,University,?LDN,?FLA,1:42,30,3,4,1,2,R
Oasis,University,?LDN,?FLA,2:36,9,5,0,1,1,B
Oasis,University,?LDN,?FLA,3:11,8,4,0,1,0,B
Oasis,University,?LDN,?FLA,3:50,21,6,2,0,1,R
Oasis,University,?LDN,?FLA,4:44,58,10,6,3,3,B
Oasis,Gardens,?LDN,?FLA,0:41,33,0,7,0,1,R
Oasis,Gardens,?LDN,?FLA,1:45,42,2,8,2,3,R
Oasis,Gardens,?LDN,?FLA,2:52,22,8,1,2,2,R
Oasis,Gardens,?LDN,?FLA,3:48,33,2,6,2,2,R
Oasis,Gardens,?LDN,?FLA,4:49,9,0,2,0,0,R
Oasis,Gardens,?LDN,?FLA,5:05,38,7,3,3,4,R
Oasis,Gardens,?LDN,?FLA,6:07,27,6,4,0,0,B
Numbani,Attack,?LDN,?FLA,4:25,34,7,1,2,1,B
Numbani,Attack,?LDN,?FLA,3:34,21,6,0,3,3,B
Numbani,Attack,?LDN,?FLA,2:50,17,6,1,0,0,B
Numbani,Attack,?LDN,?FLA,1:38,36,4,7,5,3,R
Numbani,Attack,?LDN,?FLA,0:23,13,2,1,0,0,B
Numbani,Attack,?LDN,?FLA,0:54,9,6,0,0,0,B
Numbani,Defense,?LDN,?FLA,0:39,23,7,1,0,0,R
Numbani,Defense,?LDN,?FLA,1:38,3,1,0,1,0,B
Numbani,Defense,?LDN,?FLA,1:44,26,6,0,3,0,B
Numbani,Defense,?LDN,?FLA,3:06,33,5,4,0,2,R
Numbani,Defense,?LDN,?FLA,3:55,28,7,1,1,3,B
Dorado,Attack,?PHI,?HOU,6:41,50,4,5,1,3,R
Dorado,Attack,?PHI,?HOU,5:57,29,8,1,3,2,B
Dorado,Attack,?PHI,?HOU,5:15,9,0,5,0,0,R
Dorado,Attack,?PHI,?HOU,3:47,55,9,4,4,4,B
Dorado,Attack,?PHI,?HOU,3:03,23,6,1,1,0,B
Dorado,Attack,?PHI,?HOU,1:53,37,8,2,4,1,R
Dorado,Attack,?PHI,?HOU,0:20,13,4,1,0,0,B
Dorado,Attack,?PHI,?HOU,1:00,24,1,6,0,2,R
Dorado,Defense,?PHI,?HOU,6:05,35,6,1,1,2,B
Dorado,Defense,?PHI,?HOU,5:33,14,0,2,0,0,R
Dorado,Defense,?PHI,?HOU,4:47,25,0,7,0,0,R
Dorado,Defense,?PHI,?HOU,3:20,0,1,0,0,0,B
Dorado,Defense,?PHI,?HOU,3:39,30,5,2,2,2,B
Dorado,Defense,?PHI,?HOU,1:58,11,1,1,2,2,R
Dorado,Defense,?PHI,?HOU,2:23,17,1,6,1,1,R
Dorado,Defense,?PHI,?HOU,0:59,50,7,5,2,0,B
Dorado,Defense,?PHI,?HOU,0:17,11,0,6,0,0,R
Dorado,Defense,?PHI,?HOU,7:07,2,1,0,1,0,B
Dorado,Defense,?PHI,?HOU,7:40,41,3,6,4,1,R
Dorado,Defense,?PHI,?HOU,8:38,21,6,3,1,1,R
Horizon Lunar Colony,Attack,?PHI,?HOU,7:50,8,1,2,1,2,R
Horizon Lunar Colony,Attack,?PHI,?HOU,7:08,9,0,2,0,0,R
Horizon Lunar Colony,Attack,?PHI,?HOU,6:52,0,0,1,0,0,R
Horizon Lunar Colony,Attack,?PHI,?HOU,6:15,20,2,5,2,1,R
Horizon Lunar Colony,Attack,?PHI,?HOU,4:30,8,0,1,0,2,R
Horizon Lunar Colony,Attack,?PHI,?HOU,5:20,29,6,5,2,2,R
Horizon Lunar Colony,Attack,?PHI,?HOU,3:36,22,3,5,2,1,B
Horizon Lunar Colony,Attack,?PHI,?HOU,2:21,39,1,5,1,3,B
Horizon Lunar Colony,Attack,?PHI,?HOU,1:41,20,2,5,2,0,R
Horizon Lunar Colony,Attack,?PHI,?HOU,0:26,14,7,2,0,0,R
Horizon Lunar Colony,Attack,?PHI,?HOU,1:10,0,0,1,0,0,R
Horizon Lunar Colony,Defense,?PHI,?HOU,0:54,8,0,5,0,1,R
Horizon Lunar Colony,Defense,?PHI,?HOU,0:28,11,4,1,0,0,B
Horizon Lunar Colony,Defense,?PHI,?HOU,1:36,71,3,13,2,3,B
Oasis,Gardens,?PHI,?HOU,2:15,33,7,2,2,3,B
Oasis,Gardens,?PHI,?HOU,1:18,33,5,1,1,1,B
Oasis,Gardens,?PHI,?HOU,0:28,24,6,2,0,0,B
Oasis,City Center,?PHI,?HOU,1:27,31,6,0,3,2,B
Oasis,City Center,?PHI,?HOU,0:20,16,6,1,0,0,B
Oasis,City Center,?PHI,?HOU,2:26,19,6,0,1,1,B
Eichenwalde,Attack,?PHI,?HOU,7:51,48,11,3,1,2,R
Eichenwalde,Attack,?PHI,?HOU,6:41,53,10,3,5,2,R
Eichenwalde,Attack,?PHI,?HOU,5:54,11,0,3,0,0,R
Eichenwalde,Attack,?PHI,?HOU,4:49,22,4,3,2,0,B
Eichenwalde,Attack,?PHI,?HOU,3:51,36,7,2,1,2,B
Eichenwalde,Attack,?PHI,?HOU,3:10,20,5,4,1,2,B
Eichenwalde,Attack,?PHI,?HOU,2:07,28,7,1,0,0,R
Eichenwalde,Attack,?PHI,?HOU,1:40,2,0,2,0,0,R
Eichenwalde,Attack,?PHI,?HOU,0:28,0,0,1,0,0,R
Eichenwalde,Attack,?PHI,?HOU,1:01,13,5,0,1,0,B
Eichenwalde,Defense,?PHI,?HOU,4:10,4,3,0,0,0,B
Eichenwalde,Defense,?PHI,?HOU,3:15,20,0,6,2,2,R
Eichenwalde,Defense,?PHI,?HOU,2:37,24,2,4,0,2,B
Eichenwalde,Defense,?PHI,?HOU,1:44,32,3,7,1,1,B
Eichenwalde,Defense,?PHI,?HOU,0:57,14,1,6,0,0,R
Eichenwalde,Defense,?PHI,?HOU,0:20,22,2,4,0,0,R
Eichenwalde,Defense,?PHI,?HOU,5:02,66,6,10,3,3,B
Eichenwalde,Defense,?PHI,?HOU,0:35,23,1,4,0,1,R
Lijiang Tower,Control Center,?PHI,?HOU,2:37,22,5,1,1,1,R
Lijiang Tower,Control Center,?PHI,?HOU,1:50,35,4,5,2,5,B
Lijiang Tower,Control Center,?PHI,?HOU,0:26,9,2,0,1,0,B
Lijiang Tower,Control Center,?PHI,?HOU,1:01,24,5,1,2,2,R
Lijiang Tower,Night Market,?PHI,?HOU,3:55,25,6,2,1,0,R
Lijiang Tower,Night Market,?PHI,?HOU,3:15,21,3,4,2,2,B
Lijiang Tower,Night Market,?PHI,?HOU,1:27,71,6,11,2,5,R
Lijiang Tower,Night Market,?PHI,?HOU,0:21,40,7,7,0,0,R
Lijiang Tower,Night Market,?PHI,?HOU,4:46,26,7,1,3,3,B
Junkertown,Attack,?BOS,?NYE,7:48,34,5,7,3,2,B
Junkertown,Attack,?BOS,?NYE,6:47,28,2,6,2,3,B
Junkertown,Attack,?BOS,?NYE,5:48,29,5,2,1,1,B
Junkertown,Attack,?BOS,?NYE,4:43,34,2,6,1,3,B
Junkertown,Attack,?BOS,?NYE,4:15,0,0,1,0,0,R
Junkertown,Attack,?BOS,?NYE,3:23,32,2,5,1,1,B
Junkertown,Attack,?BOS,?NYE,2:20,29,8,1,3,3,B
Junkertown,Attack,?BOS,?NYE,0:32,28,7,0,0,0,B
Junkertown,Attack,?BOS,?NYE,1:42,10,0,2,0,1,R
Junkertown,Defense,?BOS,?NYE,2:00,34,1,7,1,3,R
Junkertown,Defense,?BOS,?NYE,0:39,47,4,8,1,0,R
Junkertown,Defense,?BOS,?NYE,3:17,53,1,9,3,3,R
Horizon Lunar Colony,Attack,?BOS,?NYE,1:56,53,11,2,5,4,R
Horizon Lunar Colony,Attack,?BOS,?NYE,1:24,6,1,2,0,0,R
Horizon Lunar Colony,Attack,?BOS,?NYE,0:21,27,6,3,0,0,R
Horizon Lunar Colony,Defense,?BOS,?NYE,4:00,64,3,14,4,5,B
Horizon Lunar Colony,Defense,?BOS,?NYE,2:35,46,7,5,2,0,R
Horizon Lunar Colony,Defense,?BOS,?NYE,1:36,25,5,0,1,1,B
Horizon Lunar Colony,Defense,?BOS,?NYE,0:55,14,2,6,0,0,R
Horizon Lunar Colony,Defense,?BOS,?NYE,3:18,19,6,0,4,0,B
Horizon Lunar Colony,Defense,?BOS,?NYE,2:44,17,5,1,0,0,B
Horizon Lunar Colony,Defense,?BOS,?NYE,1:28,33,5,2,1,1,R
Horizon Lunar Colony,Defense,?BOS,?NYE,0:22,11,1,4,0,0,B
Horizon Lunar Colony,Defense,?BOS,?NYE,0:56,14,1,6,0,1,R
Horizon Lunar Colony,Attack,?BOS,?NYE,1:49,12,2,1,1,3,B
Horizon Lunar Colony,Attack,?BOS,?NYE,1:06,18,2,5,0,0,R
Horizon Lunar Colony,Attack,?BOS,?NYE,0:15,24,2,4,0,0,R
Horizon Lunar Colony,Attack,?BOS,?NYE,2:21,19,6,1,2,1,B
Horizon Lunar Colony,Attack,?BOS,?NYE,3:26,4,3,0,0,0,B
Ilios,Well,?BOS,?NYE,2:20,1,1,0,0,2,B
Ilios,Well,?BOS,?NYE,2:31,65,4,11,4,3,R
Ilios,Well,?BOS,?NYE,1:26,26,5,5,2,1,B
Ilios,Well,?BOS,?NYE,0:14,0,1,0,0,0,B
Ilios,Well,?BOS,?NYE,0:43,12,1,5,0,0,R
Ilios,Lighthouse,?BOS,?NYE,1:11,12,0,2,0,2,R
Ilios,Lighthouse,?BOS,?NYE,0:27,19,1,6,0,0,R
Ilios,Lighthouse,?BOS,?NYE,2:07,20,2,5,0,1,B
Numbani,Attack,?BOS,?NYE,7:11,19,1,4,1,1,R
Numbani,Attack,?BOS,?NYE,5:29,26,1,3,3,2,B
Numbani,Attack,?BOS,?NYE,6:33,28,3,5,0,1,R
Numbani,Attack,?BOS,?NYE,4:17,30,5,6,2,2,B
Numbani,Attack,?BOS,?NYE,3:00,49,4,6,3,4,R
Numbani,Attack,?BOS,?NYE,2:09,32,4,4,2,0,B
Numbani,Attack,?BOS,?NYE,0:56,27,7,4,0,2,R
Numbani,Defense,?BOS,?NYE,1:04,30,3,7,2,2,R
Numbani,Defense,?BOS,?NYE,0:47,4,0,2,0,0,R
Numbani,Defense,?BOS,?NYE,2:36,8,0,5,0,0,R
Volskaya Industries,Attack,?DAL,?SHD,1:16,36,10,1,5,2,R
Volskaya Industries,Attack,?DAL,?SHD,0:39,14,4,0,0,0,B
Volskaya Industries,Defense,?DAL,?SHD,4:01,11,5,3,0,0,B
Volskaya Industries,Defense,?DAL,?SHD,3:04,30,7,3,4,1,B
Volskaya Industries,Defense,?DAL,?SHD,2:11,20,4,1,2,0,B
Volskaya Industries,Defense,?DAL,?SHD,0:57,36,6,1,1,2,B
Volskaya Industries,Defense,?DAL,?SHD,0:27,6,1,0,0,1,B
Volskaya Industries,Defense,?DAL,?SHD,0:38,12,1,1,0,2,B
Nepal,Village,?DAL,?SHD,4:03,10,6,1,1,1,B
Nepal,Village,?DAL,?SHD,3:40,7,1,2,3,1,B
Nepal,Village,?DAL,?SHD,3:17,6,2,0,1,1,B
Nepal,Village,?DAL,?SHD,2:15,34,6,2,3,3,R
Nepal,Village,?DAL,?SHD,1:38,11,0,5,1,1,R
Nepal,Village,?DAL,?SHD,1:09,13,2,4,1,1,R
Nepal,Village,?DAL,?SHD,0:17,20,3,2,0,0,R
Nepal,Sanctum,?DAL,?SHD,4:03,26,4,2,3,2,B
Nepal,Sanctum,?DAL,?SHD,2:56,32,6,1,1,3,R
Nepal,Sanctum,?DAL,?SHD,2:00,38,4,4,1,3,B
Nepal,Sanctum,?DAL,?SHD,1:18,18,1,4,0,1,B
Nepal,Sanctum,?DAL,?SHD,0:41,10,1,0,0,0,B
Nepal,Sanctum,?DAL,?SHD,0:16,4,2,0,0,0,B
Hollywood,Attack,?DAL,?SHD,8:21,17,5,1,1,2,B
Hollywood,Attack,?DAL,?SHD,7:51,17,5,0,3,0,B
Hollywood,Attack,?DAL,?SHD,6:52,19,4,1,1,1,B
Hollywood,Attack,?DAL,?SHD,5:49,46,7,2,3,3,R
Hollywood,Attack,?DAL,?SHD,5:02,29,1,4,2,2,R
Hollywood,Attack,?DAL,?SHD,4:34,9,0,1,0,1,R
Hollywood,Attack,?DAL,?SHD,4:15,7,1,3,1,2,R
Hollywood,Attack,?DAL,?SHD,3:22,13,5,1,0,0,B
Hollywood,Attack,?DAL,?SHD,2:26,28,6,1,3,1,B
Hollywood,Attack,?DAL,?SHD,1:39,27,1,4,0,2,R
Hollywood,Attack,?DAL,?SHD,0:59,12,0,3,0,0,R
Hollywood,Attack,?DAL,?SHD,0:25,3,0,2,0,0,R
Hollywood,Defense,?DAL,?SHD,4:39,42,0,9,1,5,R
Hollywood,Defense,?DAL,?SHD,4:10,17,0,3,1,2,R
Hollywood,Defense,?DAL,?SHD,2:58,43,2,8,3,4,B
Hollywood,Defense,?DAL,?SHD,2:12,9,0,2,1,3,R
Hollywood,Defense,?DAL,?SHD,1:27,19,3,4,0,1,R
Hollywood,Defense,?DAL,?SHD,0:22,26,0,5,0,2,R
Hollywood,Defense,?DAL,?SHD,2:12,21,0,5,2,3,R
Hollywood,Defense,?DAL,?SHD,1:25,20,6,0,1,1,B
Hollywood,Defense,?DAL,?SHD,0:26,23,6,2,1,1,B
Route 66,Attack,?DAL,?SHD,8:04,83,17,4,5,5,B
Route 66,Attack,?DAL,?SHD,7:40,1,1,0,1,0,B
Route 66,Attack,?DAL,?SHD,6:46,21,6,2,2,1,B
Route 66,Attack,?DAL,?SHD,6:01,23,5,0,1,1,B
Route 66,Attack,?DAL,?SHD,5:09,33,4,4,1,2,B
Route 66,Attack,?DAL,?SHD,4:13,24,0,5,2,2,R
Route 66,Attack,?DAL,?SHD,3:34,16,1,2,0,1,R
Route 66,Attack,?DAL,?SHD,3:06,11,0,4,0,0,R
Route 66,Attack,?DAL,?SHD,2:49,3,1,0,1,1,B
Route 66,Attack,?DAL,?SHD,1:55,21,6,0,2,1,B
Route 66,Attack,?DAL,?SHD,1:10,20,4,0,2,2,B
Route 66,Attack,?DAL,?SHD,0:35,3,2,2,0,0,B
Route 66,Attack,?DAL,?SHD,0:10,1,1,1,0,0,R
Route 66,Defense,?DAL,?SHD,0:32,7,3,0,0,1,B
Route 66,Defense,?DAL,?SHD,1:09,13,5,0,2,0,B
Route 66,Defense,?DAL,?SHD,1:56,7,3,0,1,0,B
Route 66,Defense,?DAL,?SHD,2:39,31,0,4,4,2,R
Route 66,Defense,?DAL,?SHD,3:45,17,2,1,1,1,B
Route 66,Defense,?DAL,?SHD,4:27,21,2,4,0,2,B
Route 66,Defense,?DAL,?SHD,5:08,13,6,1,2,1,B
Route 66,Defense,?DAL,?SHD,5:50,6,2,1,0,0,B
Route 66,Defense,?DAL,?SHD,6:24,14,3,0,0,0,B
Hanamura,Attack,?GLA,?SFS,0:23,6,0,2,0,0,R
Hanamura,Attack,?GLA,?SFS,1:01,15,3,4,0,0,R
Hanamura,Attack,?GLA,?SFS,1:37,26,5,0,2,2,B
Hanamura,Attack,?GLA,?SFS,2:42,37,3,3,2,4,B
Hanamura,Attack,?GLA,?SFS,4:08,25,1,3,2,3,B
Hanamura,Attack,?GLA,?SFS,5:03,14,5,0,3,0,B
Hanamura,Defense,?GLA,?SFS,0:26,21,6,0,0,2,B
Hanamura,Defense,?GLA,?SFS,1:10,17,3,0,1,0,B
Hanamura,Defense,?GLA,?SFS,2:05,29,0,6,2,4,R
Hanamura,Defense,?GLA,?SFS,3:11,0,1,0,0,0,B
Hanamura,Defense,?GLA,?SFS,3:43,18,4,0,3,2,B
Hanamura,Defense,?GLA,?SFS,4:29,45,3,3,3,3,R
Hanamura,Defense,?GLA,?SFS,5:44,28,0,8,2,3,R
Hanamura,Defense,?GLA,?SFS,0:24,7,1,2,0,0,B
Hanamura,Defense,?GLA,?SFS,0:57,40,3,6,3,3,R
Hanamura,Defense,?GLA,?SFS,2:05,9,1,0,1,1,B
Hanamura,Defense,?GLA,?SFS,2:29,4,4,0,0,0,B
Hanamura,Attack,?GLA,?SFS,0:45,26,6,1,0,1,B
Hanamura,Attack,?GLA,?SFS,1:39,10,3,3,1,0,R
Hanamura,Attack,?GLA,?SFS,2:19,12,0,2,0,1,R
Hanamura,Attack,?GLA,?SFS,3:08,20,5,0,3,1,B
Nepal,Village,?GLA,?SFS,0:15,6,0,2,0,0,R
Nepal,Village,?GLA,?SFS,0:57,24,2,5,0,1,B
Nepal,Village,?GLA,?SFS,1:49,14,4,0,2,1,B
Nepal,Village,?GLA,?SFS,2:27,7,3,0,3,1,B
Nepal,Village,?GLA,?SFS,2:58,18,0,5,0,4,R
Nepal,Village,?GLA,?SFS,3:35,29,0,6,1,2,R
Nepal,Sanctum,?GLA,?SFS,0:34,20,1,5,0,0,R
Nepal,Sanctum,?GLA,?SFS,1:16,30,6,2,2,2,B
Nepal,Sanctum,?GLA,?SFS,2:06,10,2,0,1,0,B
Nepal,Sanctum,?GLA,?SFS,2:37,28,0,6,0,2,R
Nepal,Sanctum,?GLA,?SFS,3:34,46,8,6,4,2,R
Nepal,Sanctum,?GLA,?SFS,4:47,23,5,0,3,3,B
Nepal,Shrine,?GLA,?SFS,0:19,10,0,3,0,0,R
Nepal,Shrine,?GLA,?SFS,1:00,18,6,2,0,0,B
Nepal,Shrine,?GLA,?SFS,1:33,1,2,0,0,0,B
Nepal,Shrine,?GLA,?SFS,1:46,43,6,4,4,5,R
Nepal,Shrine,?GLA,?SFS,3:11,27,6,1,0,3,B
King's Row,Attack,?GLA,?SFS,0:26,19,4,0,0,0,B
King's Row,Attack,?GLA,?SFS,1:17,12,5,0,1,0,B
King's Row,Attack,?GLA,?SFS,1:52,31,4,2,2,2,B
King's Row,Attack,?GLA,?SFS,2:39,36,6,1,1,1,B
King's Row,Attack,?GLA,?SFS,3:38,3,2,0,1,0,B
King's Row,Attack,?GLA,?SFS,3:57,13,3,0,3,1,B
King's Row,Defense,?GLA,?SFS,0:34,25,1,3,3,3,R
King's Row,Defense,?GLA,?SFS,1:10,20,2,1,2,3,B
King's Row,Defense,?GLA,?SFS,1:51,18,1,2,2,2,B
King's Row,Defense,?GLA,?SFS,2:23,8,0,3,0,1,R
King's Row,Defense,?GLA,?SFS,3:03,31,5,1,2,4,B
King's Row,Defense,?GLA,?SFS,3:52,22,5,0,3,2,B
King's Row,Defense,?GLA,?SFS,4:59,23,2,0,0,0,B
King's Row,Defense,?GLA,?SFS,5:48,26,1,6,1,3,R
King's Row,Defense,?GLA,?SFS,6:35,16,5,0,4,0,B
Watchpoint: Gibraltar,Attack,?GLA,?SFS,1:21,0,0,1,0,0,R
Watchpoint: Gibraltar,Attack,?GLA,?SFS,1:30,34,7,0,2,0,B
Watchpoint: Gibraltar,Attack,?GLA,?SFS,2:25,17,1,1,2,3,B
Watchpoint: Gibraltar,Attack,?GLA,?SFS,2:57,0,0,1,0,0,R
Watchpoint: Gibraltar,Attack,?GLA,?SFS,3:15,3,1,0,1,0,B
Watchpoint: Gibraltar,Attack,?GLA,?SFS,3:30,13,3,0,1,0,B
Watchpoint: Gibraltar,Attack,?GLA,?SFS,4:02,21,6,0,1,1,B
Watchpoint: Gibraltar,Attack,?GLA,?SFS,4:48,17,2,1,3,1,B
Watchpoint: Gibraltar,Attack,?GLA,?SFS,5:21,13,1,3,0,1,R
Watchpoint: Gibraltar,Attack,?GLA,?SFS,6:05,15,0,3,1,1,R
Watchpoint: Gibraltar,Attack,?GLA,?SFS,6:36,6,0,1,1,1,R
Watchpoint: Gibraltar,Attack,?GLA,?SFS,7:14,16,4,1,2,2,B
Watchpoint: Gibraltar,Attack,?GLA,?SFS,7:44,24,0,5,2,3,R
Watchpoint: Gibraltar,Defense,?GLA,?SFS,1:00,28,4,1,1,1,B
Watchpoint: Gibraltar,Defense,?GLA,?SFS,1:51,3,1,0,1,0,B
Watchpoint: Gibraltar,Defense,?GLA,?SFS,2:44,9,0,2,0,1,R
Watchpoint: Gibraltar,Defense,?GLA,?SFS,3:08,10,2,6,0,0,B
Watchpoint: Gibraltar,Defense,?GLA,?SFS,3:35,0,0,3,0,0,R
Watchpoint: Gibraltar,Defense,?GLA,?SFS,3:54,2,1,0,1,0,B
Watchpoint: Gibraltar,Defense,?GLA,?SFS,4:24,30,6,0,2,3,B
Watchpoint: Gibraltar,Defense,?GLA,?SFS,5:36,18,3,2,2,1,B
Volskaya Industries,Attack,?HOU,?LDN,5:56,37,7,0,3,4,B
Volskaya Industries,Attack,?HOU,?LDN,5:00,22,0,3,1,3,R
Volskaya Industries,Attack,?HOU,?LDN,4:25,20,5,0,0,2,B
Volskaya Industries,Attack,?HOU,?LDN,3:45,26,5,3,1,3,B
Volskaya Industries,Attack,?HOU,?LDN,3:16,7,0,2,0,1,R
Volskaya Industries,Attack,?HOU,?LDN,2:36,16,0,5,0,1,R
Volskaya Industries,Attack,?HOU,?LDN,1:38,24,0,5,2,1,R
Volskaya Industries,Attack,?HOU,?LDN,0:23,7,2,3,0,0,B
Volskaya Industries,Attack,?HOU,?LDN,0:50,20,1,5,0,2,B
Volskaya Industries,Defense,?HOU,?LDN,4:29,52,3,12,4,5,R
Volskaya Industries,Defense,?HOU,?LDN,3:40,15,6,0,0,0,B
Volskaya Industries,Defense,?HOU,?LDN,2:36,34,4,4,3,4,R
Volskaya Industries,Defense,?HOU,?LDN,0:40,12,1,0,1,1,B
Volskaya Industries,Defense,?HOU,?LDN,1:38,30,3,6,2,1,R
Volskaya Industries,Defense,?HOU,?LDN,0:22,0,1,0,0,1,B
Volskaya Industries,Attack,?HOU,?LDN,2:36,19,0,6,0,3,R
Volskaya Industries,Attack,?HOU,?LDN,2:13,11,1,0,1,0,B
Volskaya Industries,Attack,?HOU,?LDN,1:52,15,3,1,3,4,B
Volskaya Industries,Attack,?HOU,?LDN,1:12,25,0,4,0,2,R
Volskaya Industries,Attack,?HOU,?LDN,0:29,30,2,4,0,0,B
Volskaya Industries,Defense,?HOU,?LDN,1:10,27,0,7,0,3,R
Volskaya Industries,Defense,?HOU,?LDN,0:11,25,1,6,0,2,R
Nepal,Shrine,?HOU,?LDN,2:37,46,7,0,2,5,B
Nepal,Shrine,?HOU,?LDN,1:31,6,1,0,1,1,B
Nepal,Shrine,?HOU,?LDN,2:05,5,2,0,2,1,B
Nepal,Shrine,?HOU,?LDN,0:49,16,4,0,0,0,B
Nepal,Village,?HOU,?LDN,3:18,78,4,14,4,5,B
Nepal,Village,?HOU,?LDN,2:30,14,5,0,1,0,B
Nepal,Village,?HOU,?LDN,1:57,9,0,5,0,1,R
Nepal,Village,?HOU,?LDN,1:15,11,0,1,0,2,R
Nepal,Village,?HOU,?LDN,0:33,20,1,5,0,0,R
Nepal,Sanctum,?HOU,?LDN,3:24,7,1,1,0,0,B
Nepal,Sanctum,?HOU,?LDN,2:44,17,1,3,2,3,R
Nepal,Sanctum,?HOU,?LDN,2:02,23,3,2,0,0,R
Nepal,Sanctum,?HOU,?LDN,0:38,36,4,1,0,1,B
King's Row,Attack,?HOU,?LDN,2:57,27,7,0,5,5,B
King's Row,Attack,?HOU,?LDN,2:33,4,2,0,0,0,B
King's Row,Attack,?HOU,?LDN,1:48,15,6,2,1,0,R
King's Row,Attack,?HOU,?LDN,0:26,22,4,0,0,0,B
King's Row,Defense,?HOU,?LDN,8:22,11,1,5,0,1,R
King's Row,Defense,?HOU,?LDN,7:05,35,4,6,3,1,R
King's Row,Defense,?HOU,?LDN,6:14,20,1,6,0,0,R
King's Row,Defense,?HOU,?LDN,5:41,12,1,1,0,0,R
King's Row,Defense,?HOU,?LDN,4:27,37,4,1,2,3,B
King's Row,Defense,?HOU,?LDN,2:32,20,5,2,1,3,R
King's Row,Defense,?HOU,?LDN,3:38,7,1,0,0,0,B
King's Row,Defense,?HOU,?LDN,1:53,12,0,6,0,1,R
King's Row,Defense,?HOU,?LDN,0:54,15,0,6,0,5,R
King's Row,Attack,?HOU,?LDN,0:53,12,4,1,1,0,B
King's Row,Attack,?HOU,?LDN,0:31,3,2,0,0,0,B
Route 66,Attack,?HOU,?LDN,5:45,19,0,5,2,3,R
Route 66,Attack,?HOU,?LDN,6:27,26,1,7,2,2,R
Route 66,Attack,?HOU,?LDN,5:19,5,1,2,0,0,R
Route 66,Attack,?HOU,?LDN,4:07,36,1,6,0,2,R
Route 66,Attack,?HOU,?LDN,2:59,27,1,4,2,5,R
Route 66,Attack,?HOU,?LDN,1:32,63,6,2,2,4,R
Route 66,Attack,?HOU,?LDN,0:51,14,6,1,0,0,B
Route 66,Defense,?HOU,?LDN,3:55,27,1,3,2,6,R
Route 66,Defense,?HOU,?LDN,3:05,44,4,5,3,4,B
Route 66,Defense,?HOU,?LDN,1:43,29,0,5,0,1,R
Route 66,Defense,?HOU,?LDN,0:59,3,1,0,1,0,B
Route 66,Defense,?HOU,?LDN,1:35,2,0,1,0,1,R
Ilios,Well,?HOU,?LDN,4:53,3,0,1,0,1,R
Ilios,Well,?HOU,?LDN,4:11,29,5,1,3,3,B
Ilios,Well,?HOU,?LDN,3:22,29,2,4,0,4,B
Ilios,Well,?HOU,?LDN,2:23,28,2,6,0,1,R
Ilios,Well,?HOU,?LDN,1:58,11,0,1,0,1,R
Ilios,Well,?HOU,?LDN,1:16,25,4,0,2,0,B
Ilios,Well,?HOU,?LDN,0:35,8,1,0,0,1,B
Ilios,Well,?HOU,?LDN,5:01,19,4,1,0,0,R
Ilios,Lighthouse,?HOU,?LDN,0:25,0,0,1,0,0,R
Ilios,Lighthouse,?HOU,?LDN,0:47,13,6,2,0,1,B
Ilios,Lighthouse,?HOU,?LDN,1:39,40,3,6,3,4,B
Ilios,Lighthouse,?HOU,?LDN,2:50,10,1,3,0,0,B
Ilios,Lighthouse,?HOU,?LDN,3:30,6,0,1,2,2,R
Ilios,Lighthouse,?HOU,?LDN,3:51,5,0,2,0,0,R
Ilios,Lighthouse,?HOU,?LDN,4:14,28,6,2,1,1,B
Ilios,Lighthouse,?HOU,?LDN,4:51,47,7,1,3,3,B
Hanamura,Attack,?NYE,?FLA,2:35,42,8,1,3,3,R
Hanamura,Attack,?NYE,?FLA,2:18,6,2,0,3,3,B
Hanamura,Attack,?NYE,?FLA,0:11,36,7,1,0,0,B
Hanamura,Attack,?NYE,?FLA,1:15,22,1,5,1,0,R
Hanamura,Defense,?NYE,?FLA,1:02,16,1,6,1,1,R
Hanamura,Defense,?NYE,?FLA,1:42,81,1,17,2,7,R
Hanamura,Defense,?NYE,?FLA,0:11,0,1,0,0,0,B
Hanamura,Attack,?NYE,?FLA,4:33,19,4,0,2,2,B
Hanamura,Attack,?NYE,?FLA,4:05,23,6,0,2,2,B
Hanamura,Attack,?NYE,?FLA,2:46,36,4,5,2,4,B
Hanamura,Attack,?NYE,?FLA,1:30,25,1,3,3,3,B
Hanamura,Attack,?NYE,?FLA,0:27,21,6,0,0,0,B
Hanamura,Defense,?NYE,?FLA,5:36,46,3,7,3,2,B
Hanamura,Defense,?NYE,?FLA,4:50,19,4,0,2,2,B
Hanamura,Defense,?NYE,?FLA,3:26,54,4,5,3,4,R
Hanamura,Defense,?NYE,?FLA,1:57,72,5,8,2,5,B
Hanamura,Defense,?NYE,?FLA,1:31,13,2,0,2,1,B
Hanamura,Defense,?NYE,?FLA,0:49,21,3,0,1,0,B
